vid,sample_name,fid,exp,iou
xUQ9rDswHdw_140000_150000,xUQ9rDswHdw_140000_150000_pipa_1,2,The object making a sound by being played by the woman on the right of the bald man.,0.0077722418782309
iSBtK1T10Ew_1065000_1075000,iSBtK1T10Ew_1065000_1075000_flute_1,0,The object making a sound by being played by the woman in white.,0.0078506147631194
6WUjWMuoEhM_10000_20000,6WUjWMuoEhM_10000_20000_couch_5,1,The object occupied by two individuals.,0.0080526158053994
7pWa_kcAoMg_49000_59000,7pWa_kcAoMg_49000_59000_cello_3,1,The object making lower sound than the saxophone.,0.0081260939778529
Pe1LuVFTczE_358000_368000,Pe1LuVFTczE_358000_368000_pipa_3,3,The object making a sound by being played by the woman.,0.0081578395156358
872Lwp3MOro_6000_16000,872Lwp3MOro_6000_16000_hair-dryer_4,1,The inaugural sound-producing entity.,0.0082462966314107
45oaGY3mzlQ_5000_15000,45oaGY3mzlQ_5000_15000_cello_2,0,The object making the lowest sound.,0.0085943121711996
w7vA5f0vPvQ_15000_25000,w7vA5f0vPvQ_15000_25000_flute_6,4,The loudest sounding object.,0.0086755452958784
eK12jfQSnRQ_90000_100000,eK12jfQSnRQ_90000_100000_cello_2,1,The sounding object near the woman.,0.0087124427644745
pNV8MKNqOkI_20000_30000,pNV8MKNqOkI_20000_30000_clarinet_6,3,Played by the man farthest to the right_the instrument resounded.,0.0088641813875762
f0jKjIOFzAY_225000_235000,f0jKjIOFzAY_225000_235000_cello_2,1,The object making the shortest sound duration.,0.0090029278790273
5mj2JhPAUBg_180000_190000,5mj2JhPAUBg_180000_190000_handpan_3,1,The object making a sound by being played by the man wearing a hat.,0.0096259936908517
5mj2JhPAUBg_180000_190000,5mj2JhPAUBg_180000_190000_handpan_2,1,The object making a sound by being played by the man in the right.,0.0098569828990228
sV1o5VmL-9g_824000_834000,sV1o5VmL-9g_824000_834000_dog_2,3,The object that making a sound after the man.,0.0100234081612805
9xp46AwF9BY_38000_48000,9xp46AwF9BY_38000_48000_violin_1,6,The object making the slowest rhythm.,0.0101997539340579
pNV8MKNqOkI_20000_30000,pNV8MKNqOkI_20000_30000_saxophone_3,0,The object making a sound by being played by the man wearing a floral shirt.,0.0102394348104789
iSBtK1T10Ew_415000_425000,iSBtK1T10Ew_415000_425000_piano_1,3,The sounding object behind the flute.,0.0103373540534204
pNV8MKNqOkI_20000_30000,pNV8MKNqOkI_20000_30000_clarinet_3,3,The object making a sound by being played by the man standing on the far right.,0.0104747846208364
xnx3u5YaNuc_402000_412000,xnx3u5YaNuc_402000_412000_piano_1,0,The object rhythm is faster over the time.,0.0108463642936769
ehlPuuiNEd8_376000_386000,ehlPuuiNEd8_376000_386000_pipa_2,1,The sounding object on the left of the guzheng.,0.0108552209619706
eK12jfQSnRQ_90000_100000,eK12jfQSnRQ_90000_100000_cello_1,1,The object making a sound by being played by the woman.,0.0110877217194637
ds3RKnNB-cY_8000_18000,ds3RKnNB-cY_8000_18000_hair-dryer_4,0,The perpetually sounding object.,0.0113793103448275
9scT0XNxmVw_330000_340000,9scT0XNxmVw_330000_340000_couch_5,1,The object sat upon by the speaking woman.,0.0116140375433628
2QAev97bk0c_75000_85000,2QAev97bk0c_75000_85000_pipa_1,5,The object making louder sound than the ukulele.,0.0117503767780739
2QAev97bk0c_75000_85000,2QAev97bk0c_75000_85000_pipa_4,5,The entity emitting a louder sound than the ukulele.,0.0120801872993845
puugfzdXYz4_30000_40000,puugfzdXYz4_30000_40000_man_5,1,Singing a song_the object sounded.,0.0123173056122046
GG-PF_JxeW4_1640000_1650000,GG-PF_JxeW4_1640000_1650000_woman_6,0,The entity near the man playing the piano and singing.,0.0124812466346518
EQWvv8WbU04_22000_32000,EQWvv8WbU04_22000_32000_marimba_6,1,The sounding entity positioned in front of the man.,0.0126472326621822
OMYuLiqSUxE_180000_190000,OMYuLiqSUxE_180000_190000_clarinet_1,0,The object that keeps making sound at all times.,0.0133761140819964
872Lwp3MOro_6000_16000,872Lwp3MOro_6000_16000_hair-dryer_2,1,The sounding object.,0.0134517879940279
OMYuLiqSUxE_180000_190000,OMYuLiqSUxE_180000_190000_clarinet_3,0,The object making a sound by being played by the standing man.,0.0134971768435917
w7vA5f0vPvQ_15000_25000,w7vA5f0vPvQ_15000_25000_flute_3,4,The object making the loudest sound.,0.0139635876539929
OMYuLiqSUxE_180000_190000,OMYuLiqSUxE_180000_190000_clarinet_5,0,The entity producing sound through being played by the man.,0.0141944020677745
rozFJYWrLj0_120000_130000,rozFJYWrLj0_120000_130000_guitar_5,2,Near the man on the left_the sounding object stood.,0.014207453327149
puugfzdXYz4_30000_40000,puugfzdXYz4_30000_40000_man_4,1,The object with the highest volume.,0.0142336371431247
ds3RKnNB-cY_8000_18000,ds3RKnNB-cY_8000_18000_hair-dryer_2,0,The sounding object.,0.0142857142857142
6WUjWMuoEhM_10000_20000,6WUjWMuoEhM_10000_20000_couch_2,1,The object with two person on it.,0.0145188331563097
OMYuLiqSUxE_180000_190000,OMYuLiqSUxE_180000_190000_clarinet_6,0,The entity producing sound through being played by the standing man.,0.0145705222394205
OMYuLiqSUxE_180000_190000,OMYuLiqSUxE_180000_190000_clarinet_2,0,The object making a sound by being played by the man.,0.0145988533717771
topmJqYT-Ts_1000_11000,topmJqYT-Ts_1000_11000_cello_2,1,The first object to make a sound.,0.0147027820254052
DQ1ipAzV9Gk_380000_390000,DQ1ipAzV9Gk_380000_390000_boy_1,0,The object making a sound by responding to women.,0.0147804019820461
V9KZ5FCtG9A_15000_25000,V9KZ5FCtG9A_15000_25000_bass_1,2,The black bass.,0.0147819106204979
f0jKjIOFzAY_225000_235000,f0jKjIOFzAY_225000_235000_saxophone_2,0,The object making the longest sound duration.,0.0148096745021472
9scT0XNxmVw_330000_340000,9scT0XNxmVw_330000_340000_couch_4,1,The couch being occupied by the woman in green.,0.01497337814138
CjQmcO_Q5d8_42000_52000,CjQmcO_Q5d8_42000_52000_piano_5,4,The object being played by the woman_producing sound.,0.0150079201896186
45oaGY3mzlQ_5000_15000,45oaGY3mzlQ_5000_15000_cello_1,0,The object that making a sound after the violin.,0.0152330366119684
puugfzdXYz4_30000_40000,puugfzdXYz4_30000_40000_man_1,1,The object making the loudest sound.,0.015361902604994
JgkUToh3HeY_49000_59000,JgkUToh3HeY_49000_59000_guzheng_6,3,The object with a longer duration of sound than the pipa.,0.0154824863831166
JStvWj9GKhQ_14000_24000,JStvWj9GKhQ_14000_24000_cello_4,0,The entity emitting the lowest sound.,0.0156050323707521
6WUjWMuoEhM_10000_20000,6WUjWMuoEhM_10000_20000_couch_1,1,The object with two men on it.,0.016223484188954
rzKjN2en0H8_830000_840000,rzKjN2en0H8_830000_840000_accordion_5,3,Played by the man in red pants_the instrument resounded.,0.0163434903047091
VlPdfLr1FSo_7000_17000,VlPdfLr1FSo_7000_17000_girl_6,0,The object placed on the sofa.,0.0164431438316856
mUN93MlvX64_42000_52000,mUN93MlvX64_42000_52000_piano_5,6,The instrument being played by the woman on the right.,0.0164869376405375
f0jKjIOFzAY_225000_235000,f0jKjIOFzAY_225000_235000_cello_5,1,The object with the shortest sound duration.,0.0169883496856069
7pWa_kcAoMg_49000_59000,7pWa_kcAoMg_49000_59000_cello_6,1,The entity emitting a lower sound than the saxophone.,0.0170915249337353
rzKjN2en0H8_830000_840000,rzKjN2en0H8_830000_840000_accordion_3,3,The object making a sound by being played by the man sitting in the middle.,0.017174515235457
rzKjN2en0H8_830000_840000,rzKjN2en0H8_830000_840000_accordion_2,3,The object making a sound by being played by the man in red pants.,0.017174515235457
ds3RKnNB-cY_8000_18000,ds3RKnNB-cY_8000_18000_hair-dryer_3,0,The object making a sound by being held by the woman.,0.0172124634686145
5FYG_Wtet7U_120000_130000,5FYG_Wtet7U_120000_130000_violin_3,0,The object making a sound by being played by the man in front of other men.,0.0174358974358974
9xp46AwF9BY_38000_48000,9xp46AwF9BY_38000_48000_violin_4,6,The object emitting the slowest tempo.,0.0174395366070936
FHSoSamzdAY_845000_855000,FHSoSamzdAY_845000_855000_violin_6,0,The sounding entity near the red cloth.,0.0176906316133791
872Lwp3MOro_6000_16000,872Lwp3MOro_6000_16000_hair-dryer_3,1,The object that keeps making sound at all times.,0.0179864367526065
ds3RKnNB-cY_8000_18000,ds3RKnNB-cY_8000_18000_hair-dryer_6,0,The object being held by the woman_producing sound.,0.0180904522613065
2Rs4M5zBQrc_10000_20000,2Rs4M5zBQrc_10000_20000_ukulele_5,1,The entity emitting the lowest sound.,0.018191731921036
pf6ZpxTFL1Y_51000_61000,pf6ZpxTFL1Y_51000_61000_girl_6,0,Played and sung by the girl_the instrument resounded.,0.0184613196761048
oRSCL3149fI_146000_156000,oRSCL3149fI_146000_156000_piano_5,0,The piano situated to the right of the seated woman.,0.0191534249436
4GUrjmIZcIQ_82000_92000,4GUrjmIZcIQ_82000_92000_piano_4,2,The entity manipulated by the woman.,0.0197967692074685
4DCxlVTWN8g_3000_13000,4DCxlVTWN8g_3000_13000_pipa_6,0,The sounding entity to the left of the guzheng.,0.0198458163683994
vOj00VJiBuk_80000_90000,vOj00VJiBuk_80000_90000_girl_5,0,The girl in white_strumming the guitar.,0.0205239153734921
DQ1ipAzV9Gk_380000_390000,DQ1ipAzV9Gk_380000_390000_boy_2,0,The object that making a sound after the woman.,0.0206412610119111
f0jKjIOFzAY_225000_235000,f0jKjIOFzAY_225000_235000_saxophone_5,0,The object with the longest sound duration.,0.0217700402987355
iSBtK1T10Ew_415000_425000,iSBtK1T10Ew_415000_425000_flute_6,2,The item producing the most intense sound.,0.0220696134631727
tZbh1cwwfv0_222000_232000,tZbh1cwwfv0_222000_232000_piano_6,5,Generating lower tones than the girl's instrument_the object sounded.,0.0222360058006685
URUkK0bzULI_20000_30000,URUkK0bzULI_20000_30000_marimba_1,1,The sounding object.,0.0226820678242342
oaYIWYXFMqY_70000_80000,oaYIWYXFMqY_70000_80000_bass_2,0,The bass not being played,0.0227553642921907
mUN93MlvX64_42000_52000,mUN93MlvX64_42000_52000_piano_2,6,The object making a sound by being played by the woman on the right.,0.0228022121385848
7RHm25E9qro_4000_14000,7RHm25E9qro_4000_14000_guitar_1,1,The sounding object beneath the harmonica.,0.0228229554091971
4GUrjmIZcIQ_82000_92000,4GUrjmIZcIQ_82000_92000_piano_1,2,The object making a sound by being played by the woman.,0.0228349760689644
7RHm25E9qro_4000_14000,7RHm25E9qro_4000_14000_guitar_2,1,The sounding object under the harmonica.,0.0228470350989862
4YLjVRZHoZI_1750000_1760000,4YLjVRZHoZI_1750000_1760000_violin_6,9,The entity manipulated by the standing man.,0.023751457816084
4YLjVRZHoZI_1750000_1760000,4YLjVRZHoZI_1750000_1760000_violin_4,9,The entity manipulated by the man on the left.,0.0243029759937946
7RHm25E9qro_4000_14000,7RHm25E9qro_4000_14000_guitar_4,1,The sounding entity beneath the harmonica.,0.0244081885863437
Vhx4xBA0XxA_1000_11000,Vhx4xBA0XxA_1000_11000_ukulele_3,1,The first object to make a sound.,0.024473650752024
EQWvv8WbU04_22000_32000,EQWvv8WbU04_22000_32000_marimba_1,1,The object making a sound by being played by the man.,0.0248006515933661
f0jKjIOFzAY_243000_253000,f0jKjIOFzAY_243000_253000_saxophone_3,0,saxophone.,0.0253449998717903
MFn93Sqq23g_10000_20000,MFn93Sqq23g_10000_20000_guitar_1,2,The brown guitar.,0.0256342522824505
iSBtK1T10Ew_415000_425000,iSBtK1T10Ew_415000_425000_flute_4,2,The instrument being played by the person on the right_generating sound.,0.0265387516289558
2Rs4M5zBQrc_10000_20000,2Rs4M5zBQrc_10000_20000_ukulele_2,1,the object making the lowest sound.,0.0265421062021441
EQWvv8WbU04_22000_32000,EQWvv8WbU04_22000_32000_marimba_3,1,The sounding object in front of the man.,0.0270140835737103
4k63MOSjOBw_21000_31000,4k63MOSjOBw_21000_31000_piano_4,2,The initial sound-producing entity.,0.0273794478986211
iSBtK1T10Ew_415000_425000,iSBtK1T10Ew_415000_425000_flute_2,2,The sounding object in front of the woman in white.,0.0274943261860589
oYeir4FWq_8_6000_16000,oYeir4FWq_8_6000_16000_ukulele_6,1,The boy played the instrument_creating sound.,0.0279667533557698
J_r9nOIoozw_133000_143000,J_r9nOIoozw_133000_143000_man_2,0,The man on the left of the woman.,0.0279933119433013
iSBtK1T10Ew_415000_425000,iSBtK1T10Ew_415000_425000_flute_1,2,The object making a sound by being played by the person on the right.,0.0284521717611785
7RHm25E9qro_4000_14000,7RHm25E9qro_4000_14000_guitar_5,1,The sounding entity beneath the harmonica.,0.0289794537845385
sfv_msSOYTo_10000_20000,sfv_msSOYTo_10000_20000_harp_1,0,The object making a sound by being played by the woman.,0.0292114075216358
OMYuLiqSUxE_30000_40000,OMYuLiqSUxE_30000_40000_clarinet_5,0,The perpetually sounding object.,0.0292675160259331
QHcG-FDM75Q_113000_123000,QHcG-FDM75Q_113000_123000_cello_1,1,The object making the shortest sound duration.,0.0294406123107226
mqB05HNR03g_630000_640000,mqB05HNR03g_630000_640000_table_5,0,The object near the singing women.,0.0300554186798062
4YLjVRZHoZI_1750000_1760000,4YLjVRZHoZI_1750000_1760000_violin_1,9,The object making a sound by being played by the man on the left.,0.0314008890835987
S_NJKy7Aoto_213000_223000,S_NJKy7Aoto_213000_223000_sitar_3,0,The object making the loudest sound.,0.031774064546122
5FYG_Wtet7U_120000_130000,5FYG_Wtet7U_120000_130000_violin_6,0,The object being played by the man in front of other men.,0.032297837188806
JStvWj9GKhQ_14000_24000,JStvWj9GKhQ_14000_24000_cello_6,0,The sounding entity to the right of the violin.,0.0323134623708534
AxjZti5_t94_90000_100000,AxjZti5_t94_90000_100000_guzheng_2,2,The sounding object on the right of the pipa.,0.032982918360677
5FYG_Wtet7U_120000_130000,5FYG_Wtet7U_120000_130000_violin_1,0,The object making a sound by being played by the man at the corner.,0.0347034628678784
wrdAEmNvEj4_831000_841000,wrdAEmNvEj4_831000_841000_cat_2,0,The cat standing,0.0350853504523958
URUkK0bzULI_20000_30000,URUkK0bzULI_20000_30000_marimba_2,1,The object that keeps making sound at all times.,0.0353792719852385
URUkK0bzULI_20000_30000,URUkK0bzULI_20000_30000_marimba_5,1,The object that produces sound continuously.,0.0360361962934609
4YLjVRZHoZI_1750000_1760000,4YLjVRZHoZI_1750000_1760000_violin_3,9,The object making a sound by being played by the man standing.,0.036046266729336
0BsmPd44Bic_60000_70000,0BsmPd44Bic_60000_70000_guitar_1,0,The first object to make a sound.,0.0364584567419685
5FYG_Wtet7U_120000_130000,5FYG_Wtet7U_120000_130000_violin_4,0,The object being played by the man at the corner.,0.0366231884057971
qYtrnr4chfU_2000_12000,qYtrnr4chfU_2000_12000_marimba_4,0,A sounding object emitted sound continuously.,0.0369832859057178
W5yveLPTD04_211000_221000,W5yveLPTD04_211000_221000_saxophone_3,0,The object held by the man with short hair.,0.0374475191811333
DB_SkDdL_cA_180000_190000,DB_SkDdL_cA_180000_190000_man_5,0,The object emitting sound through instrument patting.,0.0380298052401574
URUkK0bzULI_20000_30000,URUkK0bzULI_20000_30000_marimba_6,1,The object producing sound through being struck with sticks.,0.0381888298939752
G4ub_r9kYX0_26000_36000,G4ub_r9kYX0_26000_36000_ukulele_3,1,The last object to make a sound.,0.0385844528420927
FHSoSamzdAY_845000_855000,FHSoSamzdAY_845000_855000_violin_3,0,The sounding object near the red cloth.,0.0389697244518659
sMsrz5VqchQ_130000_140000,sMsrz5VqchQ_130000_140000_piano_3,0,The sounding object near the woman.,0.0390765982077509
zM7QopQ3MgI_410000_420000,zM7QopQ3MgI_410000_420000_tabla_3,1,The sounding object on the left of the sitar.,0.0392159105250395
zM7QopQ3MgI_410000_420000,zM7QopQ3MgI_410000_420000_tabla_2,1,The sounding object on the left of the sitar.,0.0392159105250395
0BsmPd44Bic_60000_70000,0BsmPd44Bic_60000_70000_guitar_4,0,The initial sound-producing object.,0.0392408467463848
VkcYchOGibc_20000_30000,VkcYchOGibc_20000_30000_guitar_1,0,The first object to make a sound.,0.0399083429611914
ZU0JSxWk1Po_16000_26000,ZU0JSxWk1Po_16000_26000_guzheng_5,1,The sounding object to the right of the pipa.,0.0399714214207939
URUkK0bzULI_20000_30000,URUkK0bzULI_20000_30000_marimba_3,1,The object making a sound by being beaten with sticks.,0.0404637349715314
W5yveLPTD04_211000_221000,W5yveLPTD04_211000_221000_saxophone_4,0,The object being played by the man with short hair.,0.0404952173508563
9xp46AwF9BY_38000_48000,9xp46AwF9BY_38000_48000_violin_5,2,The object emitting the most intense sound.,0.0409748495057732
sjIEiu_ovKc_470000_480000,sjIEiu_ovKc_470000_480000_woman_4,1,The initial sounding object.,0.0411928108725203
sV1o5VmL-9g_824000_834000,sV1o5VmL-9g_824000_834000_dog_1,3,The object making the lowest sound.,0.0412702805737387
dUcOkRkz6bA_387000_397000,dUcOkRkz6bA_387000_397000_man_2,5,The object making a sound by playing drum.,0.042003055806347
JStvWj9GKhQ_14000_24000,JStvWj9GKhQ_14000_24000_violin_1,1,The object making the loudest sound.,0.0420702277877678
sMsrz5VqchQ_130000_140000,sMsrz5VqchQ_130000_140000_piano_4,0,Played by the woman_the sounding object sounded.,0.0427329028924299
sV1o5VmL-9g_824000_834000,sV1o5VmL-9g_824000_834000_dog_3,3,The dog appearing through the entire video.,0.0430413169241889
Pg2qk3mNSoc_66000_76000,Pg2qk3mNSoc_66000_76000_handpan_6,2,The sounding entity on the legs of the seated man.,0.0432641468908357
cmNI6jiMKik_46000_56000,cmNI6jiMKik_46000_56000_piano_5,2,The volume of the object decreases gradually.,0.043443649549055
S_NJKy7Aoto_266000_276000,S_NJKy7Aoto_266000_276000_tabla_1,1,The object making the fastest rhythm.,0.0434572654654675
qYtrnr4chfU_2000_12000,qYtrnr4chfU_2000_12000_marimba_5,0,Played by the men_the instrument resounded.,0.0436760654214128
W5yveLPTD04_211000_221000,W5yveLPTD04_211000_221000_saxophone_1,0,The object making a sound by being played by the man with short hair.,0.043876813996901
sV1o5VmL-9g_824000_834000,sV1o5VmL-9g_824000_834000_dog_6,3,The dog remained visible throughout the video.,0.044178457943085
qYtrnr4chfU_2000_12000,qYtrnr4chfU_2000_12000_marimba_6,0,The instrument with perpetual sound production.,0.0444612674380588
6WUjWMuoEhM_10000_20000,6WUjWMuoEhM_10000_20000_couch_4,1,The object occupied by two men.,0.0446250791362531
4HXvK9zcoyk_115000_125000,4HXvK9zcoyk_115000_125000_guitar_2,1,The sounding object on the left of the woman.,0.0450405031389702
Ow9uE_v2AEg_28000_38000,Ow9uE_v2AEg_28000_38000_piano_4,3,The sounding entity to the right of the woman.,0.0455447243426984
qYtrnr4chfU_2000_12000,qYtrnr4chfU_2000_12000_marimba_2,0,The object making a sound by being played by the men.,0.0456459215393023
sV1o5VmL-9g_824000_834000,sV1o5VmL-9g_824000_834000_dog_5,3,Sounding after the man_the object sounded.,0.0457962898252826
cmNI6jiMKik_46000_56000,cmNI6jiMKik_46000_56000_piano_4,2,The instrument being played by the woman_emitting sound.,0.0469266387641152
f0jKjIOFzAY_225000_235000,f0jKjIOFzAY_225000_235000_saxophone_6,0,The instrument being played by the man_producing sound.,0.0472456144855381
aRSfqLxMISU_499000_509000,aRSfqLxMISU_499000_509000_violin_1,0,The sounding object on the left of the cello.,0.0479799490245955
Pg2qk3mNSoc_66000_76000,Pg2qk3mNSoc_66000_76000_handpan_3,2,The sounding object on the legs of the sitting man.,0.0481652655809863
bOk44oZePqw_290000_300000,bOk44oZePqw_290000_300000_hair-dryer_4,1,The object with the longest duration of sound.,0.048626500997926
